User_ID,True_Label,Pred_Label,Is_Correct,Confidence
user_5437bd11,27,27,Correct,0.4423
user_543a02f1,3,3,Correct,0.2632
user_5473d760,7,7,Correct,0.4400
user_5475bcbf,26,30,Wrong,0.2181
user_547f0590,5,12,Wrong,0.1702
user_5499067a,25,24,Wrong,0.2082
user_54d35b8b,24,11,Wrong,0.0718
user_54ef3efa,7,10,Wrong,0.1228
user_551edce1,8,9,Wrong,0.1113
user_552757d6,26,26,Correct,0.3163
user_55a03061,16,16,Correct,0.3225
user_55a74748,0,2,Wrong,0.1210
user_55d5e5f3,16,16,Correct,0.3017
user_55f58e1c,31,29,Wrong,0.1839
user_5617f673,23,25,Wrong,0.2946
user_5626ef20,24,24,Correct,0.1688
user_563ff911,28,28,Correct,0.4990
user_564ec211,29,29,Correct,0.1754
user_5692cbf0,25,25,Correct,0.1948
user_56b64788,24,25,Wrong,0.2947
user_56b9ac43,14,14,Correct,0.9377
user_56bc6901,0,1,Wrong,0.8352
user_570d40d3,21,21,Correct,0.7626
user_5732a96d,1,2,Wrong,0.1203
user_5792a589,16,7,Wrong,0.1249
user_57db578e,27,27,Correct,0.4032
user_57de079a,18,11,Wrong,0.1163
user_5805dc89,18,20,Wrong,0.3483
user_58137a2e,26,27,Wrong,0.3821
user_581dd005,2,23,Wrong,0.7037
user_583b948c,10,5,Wrong,0.0721
user_586f9d68,31,31,Correct,0.5873
user_58b089db,4,4,Correct,0.1806
user_58f8ca48,10,2,Wrong,0.1862
user_59197f81,25,23,Wrong,0.1556
user_5926de1a,9,9,Correct,0.6801
user_593690ee,10,29,Wrong,0.0876
user_59626dd1,27,27,Correct,0.2505
user_59970cfd,19,19,Correct,0.2005
user_59d3db2e,17,17,Correct,0.5251
user_59e62d83,11,12,Wrong,0.0994
user_5a343aa5,26,27,Wrong,0.2800
user_5a3c6603,20,21,Wrong,0.1626
user_5a79575c,19,18,Wrong,0.0973
user_5a95a493,30,30,Correct,0.2916
user_5aa66355,28,25,Wrong,0.2717
user_5ab4ff69,1,3,Wrong,0.2557
user_5af61710,6,7,Wrong,0.2359
user_5b3b11bc,10,4,Wrong,0.1122
user_5b420693,11,11,Correct,0.1274
user_5b62bd57,7,2,Wrong,0.1203
user_5b8fd314,29,23,Wrong,0.4596
user_5bc6b541,0,17,Wrong,0.9563
user_5bccccf6,15,5,Wrong,0.2163
user_5be35b92,9,10,Wrong,0.1261
user_5c018fe5,14,14,Correct,0.8838
user_5c4bcc72,7,7,Correct,0.7634
user_5c698433,30,31,Wrong,0.1790
user_5c9c8a59,21,12,Wrong,0.1794
user_5cb2f8c5,4,4,Correct,0.1696
user_5cd3bb41,3,5,Wrong,0.2223
user_5d246e83,30,16,Wrong,0.0814
user_5d250046,28,30,Wrong,0.7949
user_5da5dbb7,31,31,Correct,0.9763
user_5da71e9b,18,19,Wrong,0.5810
user_5db327a9,14,22,Wrong,0.3141
user_5dcf8269,27,27,Correct,0.4140
user_5df221b1,0,3,Wrong,0.8868
user_5e0be4ac,6,6,Correct,0.8638
user_5e0f01c8,12,18,Wrong,0.1965
user_5e211cf0,17,16,Wrong,0.2830
user_5e51198c,27,23,Wrong,0.1255
user_5e58dd16,0,0,Correct,0.9003
user_5e610e5a,14,31,Wrong,0.0850
user_5ead2768,7,12,Wrong,0.1058
user_5efac6ee,15,15,Correct,0.4652
user_5f61a7d3,18,18,Correct,0.3705
user_5f9eee45,7,12,Wrong,0.1817
user_6001f7fb,22,3,Wrong,0.5255
user_603cf7fc,22,22,Correct,0.3626
user_60488d33,5,5,Correct,0.3302
user_60920e04,7,10,Wrong,0.1950
user_609ea64b,28,24,Wrong,0.2145
user_60e24ecd,5,5,Correct,0.1666
user_60eca66b,7,12,Wrong,0.9251
user_6102e97b,7,5,Wrong,0.1063
user_610bb3b7,1,3,Wrong,0.2241
user_6113e677,3,3,Correct,0.1314
user_614dc2ca,3,2,Wrong,0.4340
user_61707e96,24,24,Correct,0.2264
user_618574ae,3,22,Wrong,0.2954
user_6197f95d,21,21,Correct,0.0886
user_61b464d5,13,13,Correct,0.6833
user_61d2c9b1,10,10,Correct,0.4648
user_61d50ebf,16,31,Wrong,0.0706
user_61e1bcf0,11,22,Wrong,0.1295
user_61e666bf,1,1,Correct,0.4422
user_61f4648b,14,6,Wrong,0.1346
user_6207f37a,2,2,Correct,0.3908
user_6229299b,3,3,Correct,0.5181
user_6245995f,0,2,Wrong,0.0916
user_6272272c,3,3,Correct,0.4049
user_62aae6a7,10,12,Wrong,0.1592
user_62b52c1b,27,27,Correct,0.2939
user_62e9bf12,27,18,Wrong,0.0881
user_631e1ca3,7,7,Correct,0.3834
user_6338c9c7,9,20,Wrong,0.1644
user_636cf418,18,6,Wrong,0.1426
user_63746ecd,16,16,Correct,0.6480
user_63e4b7b4,7,7,Correct,0.8105
user_63e6ed45,5,1,Wrong,0.2582
user_640c4266,3,17,Wrong,0.1590
user_6436696f,27,26,Wrong,0.3453
user_6444c055,30,24,Wrong,0.1979
user_6480aefd,9,1,Wrong,0.1342
user_6496238c,9,31,Wrong,0.3086
user_64e74997,3,5,Wrong,0.1603
user_6531d5e8,12,12,Correct,0.1598
user_6575fa52,18,20,Wrong,0.3669
user_6591dad8,30,26,Wrong,0.2254
user_65b3ccec,3,0,Wrong,0.1187
user_660ee190,5,2,Wrong,0.3240
user_6620a551,18,18,Correct,0.2259
user_662758f6,22,22,Correct,0.6449
user_6685db56,23,29,Wrong,0.1641
user_66f9636e,27,23,Wrong,0.2014
user_670e2a0b,25,1,Wrong,0.1299
user_671bc6e3,15,15,Correct,0.8428
user_6736c7f9,4,8,Wrong,0.4262
user_675cb851,25,26,Wrong,0.0582
user_676ce6e0,17,17,Correct,0.7921
user_6781aa3a,28,25,Wrong,0.2257
user_6789a05a,25,30,Wrong,0.1124
user_67b6fccb,21,21,Correct,0.5042
user_67bdac9c,29,30,Wrong,0.3102
user_67cb4933,8,8,Correct,0.1490
user_67dfa9dc,9,8,Wrong,0.0671
user_67fb4232,11,9,Wrong,0.1780
user_67fd43d4,0,0,Correct,0.8538
user_6817349c,31,31,Correct,0.3329
user_681e1c8a,12,9,Wrong,0.3704
user_68260954,28,20,Wrong,0.1357
user_682f275a,3,1,Wrong,0.1810
user_68422c47,19,19,Correct,0.1576
user_687aa450,0,0,Correct,0.5476
user_68819a5d,18,18,Correct,0.0915
user_68a5dff3,15,10,Wrong,0.1059
user_693305ae,14,7,Wrong,0.1753
user_6939724a,10,10,Correct,0.4506
user_698ca49c,19,18,Wrong,0.5655
user_69aa136f,23,26,Wrong,0.1111
user_6a0ce620,28,30,Wrong,0.2097
user_6a257eab,3,3,Correct,0.8889
user_6a4296df,7,6,Wrong,0.5196
user_6a5e357f,2,1,Wrong,0.2118
user_6aebb404,19,19,Correct,0.8141
user_6b295971,6,10,Wrong,0.2502
user_6b48cdab,28,28,Correct,0.2770
user_6b545cac,23,2,Wrong,0.1902
user_6b66c5db,18,16,Wrong,0.0699
user_6b77ca75,5,12,Wrong,0.0897
user_6ba3cb98,13,13,Correct,0.6068
user_6ba8b97d,31,31,Correct,0.1071
user_6bd726c8,28,29,Wrong,0.1134
user_6be71c9f,15,3,Wrong,0.3418
user_6bf6b538,25,25,Correct,0.1414
user_6c227047,23,28,Wrong,0.1878
user_6c345091,8,8,Correct,0.3174
user_6c396bc1,25,21,Wrong,0.1106
user_6c7124f8,21,21,Correct,0.5486
user_6c78461b,10,20,Wrong,0.0976
user_6cb629bd,24,28,Wrong,0.2630
user_6cba6c4e,15,15,Correct,0.2280
user_6cc5fca8,7,16,Wrong,0.0923
user_6ccd47dd,3,3,Correct,0.4028
user_6cf32507,27,27,Correct,0.5027
user_6d387e81,16,14,Wrong,0.1458
user_6d5192ae,1,7,Wrong,0.1389
user_6d943acd,7,15,Wrong,0.6645
user_6db2625f,18,19,Wrong,0.6185
user_6dbcb593,27,27,Correct,0.1829
user_6ddd0d07,14,14,Correct,0.6232
user_6df6aaaf,18,19,Wrong,0.1036
user_6e024bbc,5,18,Wrong,0.4314
user_6e2a5bed,18,18,Correct,0.7418
user_6e3b7667,28,30,Wrong,0.1646
user_6e482fdd,8,8,Correct,0.8791
user_6e7d624d,10,10,Correct,0.2822
user_6e899c84,26,25,Wrong,0.1766
user_6ea94ec6,23,23,Correct,0.2175
user_6ee04afc,6,6,Correct,0.9116
user_6f28fd92,25,24,Wrong,0.3043
user_6f2c3ddb,28,28,Correct,0.3114
user_6fb277f2,22,2,Wrong,0.1051
user_6fb7d8a5,9,9,Correct,0.7749
user_6fd22a16,2,18,Wrong,0.1400
user_6ff90889,18,18,Correct,0.4947
user_700e0469,8,8,Correct,0.2109
user_70263764,22,22,Correct,0.1715
user_702aad9e,29,29,Correct,0.3567
user_7031d6a0,2,2,Correct,0.2081
user_7061da53,24,24,Correct,0.2848
user_70690adf,26,26,Correct,0.4456
user_7088992c,30,30,Correct,0.8194
user_7090acac,29,29,Correct,0.2821
user_70b34feb,27,29,Wrong,0.5606
user_70da9d49,7,18,Wrong,0.1739
user_70f0bcf5,23,31,Wrong,0.0657
user_71326c6d,25,21,Wrong,0.1924
user_71449997,27,27,Correct,0.3818
user_719707cc,6,12,Wrong,0.3856
user_71beda95,23,28,Wrong,0.1635
user_71d2698e,0,0,Correct,0.8844
user_71ed9a97,28,25,Wrong,0.2893
user_72058b5c,13,17,Wrong,0.4798
user_7206b4d2,30,30,Correct,0.2009
user_722a1099,28,28,Correct,0.2633
user_7236bd85,12,12,Correct,0.3964
user_7243fe41,18,10,Wrong,0.1762
user_72699edf,21,21,Correct,0.1598
user_72b166e3,20,20,Correct,0.5679
user_72b98d32,6,12,Wrong,0.0992
user_72c7237f,20,20,Correct,0.5583
user_72f7a64e,15,13,Wrong,0.7481
user_730a8764,27,27,Correct,0.3434
user_730d9c88,12,6,Wrong,0.1016
user_732a1b06,7,5,Wrong,0.1147
user_73425fae,7,7,Correct,0.7898
user_73645ab4,30,31,Wrong,0.0725
user_7364ad52,12,12,Correct,0.7415
user_7368b78a,3,5,Wrong,0.3864
user_738b5fa1,27,27,Correct,0.5768
user_738c2300,22,30,Wrong,0.1923
user_73c8e7d1,15,15,Correct,0.4808
user_74179985,29,25,Wrong,0.2064
user_741b1b37,1,1,Correct,0.3357
user_74664459,15,22,Wrong,0.2508
user_74b5136d,22,18,Wrong,0.2990
user_74cf5804,22,22,Correct,0.1953
user_74e38a54,25,21,Wrong,0.1403
user_75114714,23,22,Wrong,0.2397
user_755936d7,0,0,Correct,0.4408
user_75644e28,9,20,Wrong,0.1873
user_757779b7,19,17,Wrong,0.2045
user_75bf278a,23,24,Wrong,0.1750
user_75d0af73,17,17,Correct,0.2735
user_75e90c35,28,24,Wrong,0.3588
user_7606e9b7,21,9,Wrong,0.1555
user_76259d35,10,11,Wrong,0.0843
user_76613831,25,24,Wrong,0.3487
user_766f687f,27,23,Wrong,0.3061
user_76a6c0f9,3,5,Wrong,0.2072
user_76aa002a,26,27,Wrong,0.1697
user_770d44e6,10,11,Wrong,0.4630
user_77117e21,5,5,Correct,0.1392
user_775d0fee,16,16,Correct,0.0921
user_777fa1c6,29,29,Correct,0.1496
user_77981fc1,18,18,Correct,0.2434
user_781415e0,10,10,Correct,0.1778
user_784e138a,24,24,Correct,0.1211
user_78761abf,1,3,Wrong,0.1760
user_787dbe9b,10,10,Correct,0.3299
user_7898830c,25,24,Wrong,0.5474
user_78ae28e2,0,0,Correct,0.7673
user_78b0d330,18,18,Correct,0.4796
user_78bbc3ad,18,19,Wrong,0.6916
user_78d7f848,28,28,Correct,0.6346
user_78e59a34,0,0,Correct,0.5637
user_79139803,3,1,Wrong,0.4136
user_791cd120,18,18,Correct,0.4523
user_79321756,3,3,Correct,0.5107
user_7949a182,16,28,Wrong,0.5816
user_796d17b1,25,25,Correct,0.2603
user_797a2bc7,7,6,Wrong,0.0607
user_79aab788,4,4,Correct,0.5816
user_79bcb87a,20,17,Wrong,0.3223
user_79beab2b,15,13,Wrong,0.4869
user_79dfb31b,13,9,Wrong,0.2396
user_7a2388f7,15,15,Correct,0.9745
user_7a4defed,5,5,Correct,0.0979
user_7a4ec82d,13,20,Wrong,0.1933
user_7a80be05,25,18,Wrong,0.2878
user_7a9f31d7,31,5,Wrong,0.4501
user_7b30766f,30,28,Wrong,0.1839
user_7b416259,1,2,Wrong,0.2476
user_7b51abaf,12,6,Wrong,0.9601
user_7b552b7c,23,25,Wrong,0.4321
user_7b70c03a,14,14,Correct,0.7526
user_7b854d93,28,28,Correct,0.6322
user_7b870539,30,31,Wrong,0.1702
user_7b882144,11,14,Wrong,0.3370
user_7b8c76bd,28,28,Correct,0.2812
user_7ba61389,14,14,Correct,0.2169
user_7ba6d70b,8,28,Wrong,0.2863
user_7bede529,5,5,Correct,0.2621
user_7bf7caee,14,4,Wrong,0.1296
user_7c02342f,30,18,Wrong,0.2420
user_7c1acc01,23,23,Correct,0.3303
user_7c6ebe65,23,7,Wrong,0.3081
user_7c97ccfb,25,20,Wrong,0.1070
user_7c9a7cda,14,14,Correct,0.2815
user_7ca7b70b,22,22,Correct,0.0924
user_7cbf7bd4,15,13,Wrong,0.1011
user_7d545975,17,17,Correct,0.8846
user_7d7c3f21,6,21,Wrong,0.1927
user_7d7cc59f,27,29,Wrong,0.2987
user_7d89c402,11,11,Correct,0.2884
user_7d9205a9,5,7,Wrong,0.2404
user_7db16430,9,11,Wrong,0.2475
user_7dcb5264,23,25,Wrong,0.3454
user_7dd65a56,14,14,Correct,0.2453
user_7e112a87,25,25,Correct,0.1391
user_7e262ea5,4,5,Wrong,0.0921
user_7e522fa5,7,8,Wrong,0.2684
user_7e58ff29,4,5,Wrong,0.1776
user_7e8fb50f,3,5,Wrong,0.1201
user_7ec8cae8,5,5,Correct,0.5811
user_7ef79945,24,20,Wrong,0.2201
user_7f178917,28,26,Wrong,0.2129
user_7f1e77f9,10,16,Wrong,0.1712
user_7f2ce1d1,25,20,Wrong,0.1205
user_7f550ba7,0,1,Wrong,0.2598
user_7f6022f8,23,0,Wrong,0.1216
user_7fde2bd5,12,5,Wrong,0.4188
user_8013c47f,23,25,Wrong,0.2467
user_80160631,6,6,Correct,0.7446
user_802a7c7e,3,0,Wrong,0.1572
user_8067eda7,30,31,Wrong,0.3888
user_8077d0eb,8,13,Wrong,0.5777
user_80a092ec,25,26,Wrong,0.1653
user_80a69859,24,25,Wrong,0.2737
user_80d62713,8,24,Wrong,0.1957
user_80ec1893,3,5,Wrong,0.1559
user_81428e21,7,7,Correct,0.5627
user_8161642c,30,30,Correct,0.0831
user_817c0d81,7,12,Wrong,0.6987
user_81be84a9,26,23,Wrong,0.2316
user_81c92c1a,16,16,Correct,0.5143
user_81e8c363,13,16,Wrong,0.3842
user_81fc3498,23,24,Wrong,0.2247
user_8200de4e,0,1,Wrong,0.2352
user_8213ac5e,6,6,Correct,0.9015
user_8247eb63,15,15,Correct,0.3794
user_824f3e27,5,5,Correct,0.2899
user_825cdb0e,26,25,Wrong,0.1801
user_82625be2,27,27,Correct,0.2025
user_827c2018,14,14,Correct,0.8475
user_82b98769,16,19,Wrong,0.1492
user_82ec083d,13,16,Wrong,0.2011
user_82fbddb7,24,24,Correct,0.2409
user_82fdaf16,23,25,Wrong,0.2571
user_8363b473,21,23,Wrong,0.1419
user_8363d8ef,7,7,Correct,0.2549
user_83829695,15,12,Wrong,0.1826
user_83bd6e2d,13,4,Wrong,0.5355
user_83beaf0e,24,23,Wrong,0.4783
user_83f284d2,15,18,Wrong,0.3274
user_842ab5c3,4,4,Correct,0.1526
user_842d6b97,16,12,Wrong,0.1479
user_8434fd26,17,17,Correct,0.8932
user_844c0e71,4,4,Correct,0.8368
user_84750aab,22,22,Correct,0.9273
user_84807855,20,0,Wrong,0.0889
user_84a40847,8,23,Wrong,0.2568
user_84f8e565,1,2,Wrong,0.4929
user_8500fe30,20,20,Correct,0.7288
user_8519d5fe,30,23,Wrong,0.1094
user_853b74cf,31,31,Correct,0.1616
user_858f92da,22,22,Correct,0.0936
user_85b30ec7,18,19,Wrong,0.0963
user_85b47023,20,20,Correct,0.3600
user_85c00d20,25,9,Wrong,0.2232
user_85c6e622,9,9,Correct,0.9040
user_85d953bb,9,8,Wrong,0.4340
user_85e14017,16,15,Wrong,0.7068
user_85e5f080,20,20,Correct,0.8374
user_85ef65bb,24,19,Wrong,0.1264
user_85f56b5f,16,16,Correct,0.1219
user_861ca0bc,22,12,Wrong,0.0862
user_861de062,3,4,Wrong,0.9210
user_861df24b,8,23,Wrong,0.1083
user_8643ca5c,8,8,Correct,0.9053
user_8669fc8b,0,0,Correct,0.5482
user_8704afd3,25,26,Wrong,0.2200
user_870dcef6,24,25,Wrong,0.2473
user_8743b8e5,8,8,Correct,0.7732
user_87634f84,1,1,Correct,0.8628
user_8773c800,14,14,Correct,0.2853
user_877af8b9,28,30,Wrong,0.2388
user_87b2b5a1,7,12,Wrong,0.3895
user_87b61f39,0,31,Wrong,0.1818
user_87f3994a,20,20,Correct,0.6171
user_881468e6,17,17,Correct,0.5409
user_888019a6,17,16,Wrong,0.5044
user_88bdf695,26,26,Correct,0.2273
user_88d20527,3,3,Correct,0.6678
user_88d7ed25,30,16,Wrong,0.1959
user_88f2d306,30,30,Correct,0.2064
user_89254c8c,7,10,Wrong,0.0670
user_8933449a,6,0,Wrong,0.8582
user_8958cb98,25,25,Correct,0.2730
user_895ad794,6,12,Wrong,0.6354
user_89a79ad4,7,3,Wrong,0.5959
user_89d319b1,2,0,Wrong,0.5697
user_89f77fb8,28,28,Correct,0.2443
user_8a25f672,28,28,Correct,0.4160
user_8a350a95,4,4,Correct,0.1891
user_8a3eaed8,21,21,Correct,0.1309
user_8a470c86,0,0,Correct,0.7565
user_8a4e5554,31,19,Wrong,0.5583
user_8a581aad,0,0,Correct,0.7452
user_8a630e6d,16,3,Wrong,0.3057
user_8a75f41a,17,17,Correct,0.6712
user_8a8365d7,22,22,Correct,0.2155
user_8a95d05a,7,16,Wrong,0.6004
user_8a9ab36d,24,24,Correct,0.1766
user_8a9b9558,30,30,Correct,0.2370
user_8aed039d,17,17,Correct,0.7911
user_8b2ea24e,11,11,Correct,0.2907
user_8b3a8d2a,0,0,Correct,0.0946
user_8b9de5fa,27,27,Correct,0.5058
user_8ba5e97b,7,7,Correct,0.6817
user_8bd902a2,4,4,Correct,0.8572
user_8c111e49,3,2,Wrong,0.2741
user_8c19db1f,17,17,Correct,0.6677
user_8c704efa,28,25,Wrong,0.2413
user_8cd1512d,15,3,Wrong,0.9501
user_8d0e8566,6,6,Correct,0.6972
user_8d2b6604,18,23,Wrong,0.1052
user_8d3c7dc7,4,4,Correct,0.2417
user_8d444bd3,23,3,Wrong,0.3997
user_8d94560f,6,6,Correct,0.1039
user_8dc366ac,27,23,Wrong,0.2196
user_8df75d4a,12,10,Wrong,0.4335
user_8e16e697,29,28,Wrong,0.2263
user_8e2b5e38,8,24,Wrong,0.1389
user_8e57d698,14,16,Wrong,0.3642
user_8e6405c6,20,16,Wrong,0.0991
user_8ebe34e2,14,14,Correct,0.4330
user_8f0e2830,14,9,Wrong,0.1971
user_8f2d584a,8,8,Correct,0.9531
user_8f2fcd23,7,7,Correct,0.9304
user_8f412073,29,28,Wrong,0.3315
user_8f56fc31,1,1,Correct,0.3859
user_8f57639c,23,23,Correct,0.3821
user_8f9c52b8,17,26,Wrong,0.1699
user_8fbee2e2,27,27,Correct,0.3818
user_8fc3aef8,25,25,Correct,0.2497
user_8fe48fab,1,5,Wrong,0.0912
user_8fe8b22f,23,1,Wrong,0.1422
user_8ffb11fe,0,0,Correct,0.7456
user_90403ab8,17,11,Wrong,0.0609
user_904e04ea,29,29,Correct,0.3090
user_906c55cb,7,7,Correct,0.4883
user_9090dac2,10,10,Correct,0.8778
user_90a5613b,22,22,Correct,0.3714
user_90ae74e2,3,3,Correct,0.2491
user_90bb1e68,28,28,Correct,0.6586
user_90bb99fb,26,27,Wrong,0.1420
user_90c53e70,29,27,Wrong,0.1181
user_914ccb74,29,23,Wrong,0.3770
user_91531e0c,18,23,Wrong,0.2297
user_91ac327b,28,30,Wrong,0.7232
user_91c183c4,7,3,Wrong,0.2246
user_91c1ef94,1,1,Correct,0.6480
user_921c4412,8,8,Correct,0.8526
user_92ac6e16,31,31,Correct,0.7402
user_92b2293c,16,16,Correct,0.2511
user_92b4999c,13,11,Wrong,0.2528
user_92c24dcb,20,31,Wrong,0.2454
user_92d113d3,27,25,Wrong,0.1343
user_92d357ab,28,28,Correct,0.4862
user_92dfa899,3,8,Wrong,0.3134
user_93339b8e,0,0,Correct,0.3876
user_9357ac77,7,20,Wrong,0.0993
user_93667504,28,28,Correct,0.5595
user_9375f916,24,24,Correct,0.2759
user_93a639d7,29,10,Wrong,0.0659
user_93e945c9,11,29,Wrong,0.1523
user_94033de4,1,16,Wrong,0.1224
user_9409e5db,3,3,Correct,0.3246
user_9429781f,16,16,Correct,0.8634
user_947292ac,4,4,Correct,0.9773
user_947ed049,28,24,Wrong,0.1593
user_9482107e,7,7,Correct,0.4104
user_94e1fc0a,0,2,Wrong,0.2887
user_951aca4e,21,23,Wrong,0.3150
user_9534ef5f,15,18,Wrong,0.1835
user_95603c37,7,30,Wrong,0.0677
user_959b6b09,9,11,Wrong,0.0729
user_95c0c421,3,1,Wrong,0.1909
user_960bde1b,29,11,Wrong,0.1857
user_9632b5db,8,8,Correct,0.4295
user_96358b62,8,12,Wrong,0.1456
user_9660156c,15,13,Wrong,0.5377
user_96952e0f,27,23,Wrong,0.3273
user_96c8a136,20,23,Wrong,0.1364
user_96dfa318,0,0,Correct,0.8215
user_97159af9,27,26,Wrong,0.2466
user_9719e780,3,2,Wrong,0.2959
user_97243bdb,29,29,Correct,0.2378
user_97383b22,16,16,Correct,0.5971
user_9741a59f,30,21,Wrong,0.0968
user_9766011f,11,10,Wrong,0.5001
user_9778f333,20,20,Correct,0.6399
user_9786375f,7,7,Correct,0.6288
user_97ad66c7,20,22,Wrong,0.2785
user_97cfd3b5,9,10,Wrong,0.0629
user_97fd5286,4,17,Wrong,0.1054
user_981d3e75,30,30,Correct,0.4365
user_9847b21d,28,28,Correct,0.1589
user_9868b9ef,13,13,Correct,0.4703
user_986a13e9,0,0,Correct,0.5837
user_98886961,3,1,Wrong,0.0985
user_98db993d,17,10,Wrong,0.0898
user_98ddd248,8,8,Correct,0.2637
user_9915c941,13,5,Wrong,0.2029
user_995386b9,29,5,Wrong,0.1328
user_996f42c8,10,10,Correct,0.5632
user_9980b03a,12,9,Wrong,0.2489
user_99dd5ad3,10,10,Correct,0.3737
user_99e3fc35,7,6,Wrong,0.0643
user_99eff643,12,13,Wrong,0.2250
user_9a101fc7,6,6,Correct,0.5078
user_9a325a2e,30,28,Wrong,0.1685
user_9a409436,4,4,Correct,0.8627
user_9a71fad5,22,22,Correct,0.9378
user_9a91292d,12,12,Correct,0.4136
user_9aa3bab6,23,23,Correct,0.6091
user_9b0194d3,3,2,Wrong,0.3290
user_9b19ee57,29,29,Correct,0.3684
user_9b3e45a4,0,2,Wrong,0.5371
user_9b5a2341,29,21,Wrong,0.2076
user_9b83f3f6,15,13,Wrong,0.4053
user_9c407c10,14,14,Correct,0.0747
user_9c46541e,15,20,Wrong,0.2839
user_9c7ed5d7,26,30,Wrong,0.2016
user_9c9d5c96,21,23,Wrong,0.1791
user_9cc1827e,17,17,Correct,0.9322
user_9ce072d3,31,22,Wrong,0.3017
user_9cf4dca0,23,26,Wrong,0.1210
user_9d174d4e,7,7,Correct,0.5202
user_9d176f68,18,18,Correct,0.1375
user_9d294134,0,1,Wrong,0.2386
user_9d6c9501,12,12,Correct,0.8087
user_9d7f87a1,27,29,Wrong,0.3941
user_9da43899,3,3,Correct,0.8024
user_9dba337e,9,11,Wrong,0.0986
user_9e4aa6ca,17,17,Correct,0.6320
user_9e551191,20,20,Correct,0.4161
user_9eb2da60,17,17,Correct,0.9218
user_9ee9c246,17,17,Correct,0.9823
user_9eff5f16,31,19,Wrong,0.3403
user_9f0ecaff,10,11,Wrong,0.7126
user_9f916bc7,7,14,Wrong,0.6962
user_a003b65f,25,25,Correct,0.2174
user_a03a9044,21,23,Wrong,0.2048
user_a0751999,19,19,Correct,0.7258
user_a087bced,19,19,Correct,0.7662
user_a0a37a32,23,13,Wrong,0.5341
user_a109f686,17,17,Correct,0.7070
user_a14bbbe3,12,6,Wrong,0.2637
user_a1ab9923,24,24,Correct,0.2150
user_a1b0d929,7,7,Correct,0.1644
user_a1b52c9a,29,21,Wrong,0.0919
user_a1c75e4c,25,24,Wrong,0.1618
user_a1fc3199,29,29,Correct,0.0752
user_a2015309,11,11,Correct,0.2619
user_a207fbe1,14,15,Wrong,0.2649
user_a20f380c,6,6,Correct,0.8849
user_a220d337,30,30,Correct,0.8657
user_a25f5166,23,28,Wrong,0.1038
user_a26d6f30,15,15,Correct,0.5880
user_a271902e,15,11,Wrong,0.1091
user_a273e130,25,26,Wrong,0.2158
user_a2a7ede0,29,29,Correct,0.3546
user_a2fe4235,18,18,Correct,0.1563
user_a3792cac,9,8,Wrong,0.4446
user_a3c7678c,13,2,Wrong,0.1679
user_a3ed4b5a,7,20,Wrong,0.0905
user_a4041a15,6,12,Wrong,0.6185
user_a41a50af,6,31,Wrong,0.1526
user_a424d0c0,25,5,Wrong,0.1099
user_a42d3a30,15,20,Wrong,0.1454
user_a47d5335,11,12,Wrong,0.2089
user_a481cff5,31,31,Correct,0.7887
user_a486bf79,18,19,Wrong,0.5663
user_a4995e81,2,6,Wrong,0.0984
user_a4acd178,15,15,Correct,0.5883
user_a4c54d9d,9,9,Correct,0.6894
user_a50b2633,30,23,Wrong,0.2982
user_a55c96ee,10,11,Wrong,0.4268
user_a5653ef2,27,27,Correct,0.3593
user_a57a5d1e,10,11,Wrong,0.4318
user_a58b9cc8,15,12,Wrong,0.2621
user_a5bb2439,9,3,Wrong,0.1948
user_a5e2e825,23,21,Wrong,0.1677
user_a66c9d4a,9,16,Wrong,0.1624
user_a6dabb9f,14,14,Correct,0.2933
user_a6ee82e7,14,14,Correct,0.5830
user_a6faef00,3,3,Correct,0.7205
user_a7399fc0,3,31,Wrong,0.1840
user_a75a24e8,7,7,Correct,0.3249
user_a7d4ea20,22,27,Wrong,0.3017
user_a7d5b473,9,18,Wrong,0.2318
user_a7ebaf03,3,3,Correct,0.2434
user_a7f2c379,18,18,Correct,0.2954
user_a849f414,25,25,Correct,0.2661
user_a85f5390,10,11,Wrong,0.0924
user_a8a902ec,8,4,Wrong,0.4729
user_a8c5cddc,15,15,Correct,0.9391
user_a8c7f3af,8,8,Correct,0.5777
user_a8d52bf6,20,20,Correct,0.3625
user_a9018309,24,28,Wrong,0.4939
user_a92e059b,17,17,Correct,0.1676
user_a9341e45,8,8,Correct,0.9885
user_a9566bc1,13,31,Wrong,0.0681
user_a985d0be,28,28,Correct,0.8232
user_a9b1d9d4,21,21,Correct,0.6807
user_a9d439b1,27,21,Wrong,0.1629
user_a9d4cf3e,29,27,Wrong,0.0686
user_a9efd9c3,16,5,Wrong,0.5592
user_a9f8f972,22,22,Correct,0.9036
user_aa49a764,30,29,Wrong,0.2218
user_aa516c51,3,3,Correct,0.2523
user_aa587069,7,7,Correct,0.3602
user_aa5d7fe6,25,25,Correct,0.3394
user_aa7b1696,31,31,Correct,0.2348
user_aa890b39,25,9,Wrong,0.0834
user_aab9d331,16,16,Correct,0.3434
user_aabf1549,6,6,Correct,0.3641
user_aac8e470,28,28,Correct,0.4671
user_aae14740,13,16,Wrong,0.4224
user_ab02f69c,4,5,Wrong,0.1387
user_ab0f1265,29,27,Wrong,0.2112
user_ab2af00c,16,16,Correct,0.8887
user_ab3103ed,6,12,Wrong,0.7513
